Name Math Java DS Average Total
张三177 29 80 49 0 0
张三885 96 33 7 0 0
张三141 50 53 39 0 0
张三908 63 95 53 0 0
张三319 53 7 22 0 0
张三224 82 43 50 0 0
张三125 27 10 15 0 0
张三717 48 43 34 0 0
张三889 53 41 5 0 0
张三987 24 77 84 0 0
张三315 18 61 53 0 0
张三364 62 15 61 0 0
张三988 96 7 26 0 0
张三845 29 22 84 0 0
张三701 36 43 31 0 0
张三831 5 34 91 0 0
张三650 42 19 82 0 0
张三845 29 5 83 0 0
张三779 12 49 41 0 0
张三635 3 4 65 0 0
张三805 86 76 45 0 0
张三322 84 80 10 0 0
张三712 18 1 53 0 0
张三499 11 48 23 0 0
张三751 73 13 19 0 0
张三453 82 89 88 0 0
张三231 6 100 65 0 0
张三904 32 11 98 0 0
张三627 76 69 89 0 0
张三934 5 53 37 0 0
张三805 15 1 66 0 0
张三15 27 28 41 0 0
张三389 42 94 9 0 0
张三284 92 15 48 0 0
张三553 93 88 83 0 0
张三493 49 76 46 0 0
张三790 0 80 13 0 0
张三282 46 17 53 0 0
张三417 78 61 33 0 0
张三682 50 73 94 0 0
张三872 42 38 40 0 0
张三30 66 35 64 0 0
张三85 11 19 65 0 0
张三673 26 74 90 0 0
张三445 59 85 84 0 0
张三151 11 38 20 0 0
张三170 0 65 12 0 0
张三750 34 2 29 0 0
张三89 59 89 75 0 0
张三602 85 19 91 0 0
张三146 8 98 23 0 0
张三716 38 87 59 0 0
张三144 30 17 63 0 0
张三633 56 41 92 0 0
张三527 0 36 7 0 0
张三591 37 33 61 0 0
张三216 98 44 52 0 0
张三365 2 52 63 0 0
张三813 16 19 66 0 0
张三200 19 97 26 0 0
张三678 11 64 24 0 0
张三495 94 20 52 0 0
张三684 2 44 32 0 0
张三131 94 92 67 0 0
张三680 35 62 16 0 0
张三637 81 42 57 0 0
张三944 61 83 89 0 0
张三571 54 4 8 0 0
张三163 76 90 94 0 0
张三791 44 60 86 0 0
张三728 64 30 10 0 0
张三532 13 40 16 0 0
张三372 94 99 66 0 0
张三433 38 60 65 0 0
张三451 89 37 74 0 0
张三941 81 74 10 0 0
张三380 68 82 10 0 0
张三740 95 84 69 0 0
张三28 14 68 94 0 0
张三121 0 38 14 0 0
张三107 39 68 29 0 0
张三450 28 5 1 0 0
张三826 31 46 28 0 0
张三147 30 5 85 0 0
张三355 7 27 19 0 0
张三836 93 36 89 0 0
张三890 27 32 9 0 0
张三574 99 22 80 0 0
张三336 8 28 71 0 0
张三321 44 91 35 0 0
张三912 78 78 41 0 0
张三57 83 27 13 0 0
张三205 36 6 83 0 0
张三218 59 78 83 0 0
张三455 12 14 28 0 0
张三341 71 16 40 0 0
张三108 59 89 11 0 0
张三99 48 57 39 0 0
张三934 89 23 66 0 0
张三127 53 12 25 0 0
张三218 72 20 22 0 0
张三292 33 15 7 0 0
张三847 36 41 62 0 0
张三331 88 60 55 0 0
张三286 43 51 87 0 0
张三7 21 13 78 0 0
张三766 21 38 25 0 0
张三203 100 30 25 0 0
张三193 0 32 80 0 0
张三595 34 51 31 0 0
张三575 64 37 81 0 0
张三842 54 66 68 0 0
张三2 8 62 19 0 0
张三427 44 99 1 0 0
张三463 90 8 51 0 0
张三578 61 11 61 0 0
张三24 89 45 8 0 0
张三914 56 55 49 0 0
张三178 29 98 64 0 0
张三740 56 4 77 0 0
张三374 25 4 20 0 0
张三144 100 68 88 0 0
张三27 47 39 34 0 0
张三300 13 44 7 0 0
张三542 21 100 87 0 0
张三656 77 74 30 0 0
张三131 27 96 64 0 0
张三893 31 12 34 0 0
张三464 34 5 20 0 0
张三839 1 10 88 0 0
张三438 86 79 15 0 0
张三725 54 92 76 0 0
张三597 62 94 56 0 0
张三464 6 49 80 0 0
张三988 35 10 7 0 0
张三848 65 18 71 0 0
张三496 18 73 16 0 0
张三835 46 87 7 0 0
张三928 78 52 85 0 0
张三324 13 39 51 0 0
张三398 43 32 90 0 0
张三86 50 71 32 0 0
张三786 55 80 10 0 0
张三762 16 4 41 0 0
张三310 11 51 49 0 0
张三86 92 87 16 0 0
张三499 22 30 23 0 0
张三738 90 63 53 0 0
张三97 78 0 74 0 0
张三494 96 57 72 0 0
张三690 81 84 29 0 0
张三586 61 91 2 0 0
张三80 15 13 8 0 0
张三423 62 26 73 0 0
张三705 33 24 55 0 0
张三83 5 25 23 0 0
张三630 95 59 30 0 0
张三250 33 48 72 0 0
张三898 97 41 27 0 0
张三493 65 36 7 0 0
张三275 54 67 56 0 0
张三45 74 55 82 0 0
张三674 42 99 29 0 0
张三508 94 93 34 0 0
张三801 6 70 50 0 0
张三128 96 36 63 0 0
张三786 91 47 70 0 0
张三557 82 75 32 0 0
张三867 48 91 78 0 0
张三264 91 96 74 0 0
张三381 32 13 33 0 0
张三999 8 82 26 0 0
张三617 93 43 59 0 0
张三977 20 18 25 0 0
张三308 3 19 48 0 0
张三689 73 74 21 0 0
张三798 13 92 63 0 0
张三498 1 10 6 0 0
张三172 92 91 23 0 0
张三434 57 27 69 0 0
张三881 12 7 7 0 0
张三843 48 66 6 0 0
张三648 94 84 19 0 0
张三813 58 12 67 0 0
张三689 89 96 1 0 0
张三514 20 85 1 0 0
张三542 99 8 80 0 0
张三890 61 81 47 0 0
张三23 44 12 85 0 0
张三336 27 31 61 0 0
张三115 32 72 85 0 0
张三297 82 91 98 0 0
张三802 83 55 15 0 0
张三919 21 44 93 0 0
张三154 22 12 92 0 0
张三198 41 25 70 0 0
张三191 48 45 56 0 0
张三249 66 74 21 0 0
张三299 22 57 78 0 0
张三636 16 62 13 0 0
张三252 53 82 6 0 0
张三907 86 90 7 0 0
张三121 60 64 69 0 0
张三750 25 23 10 0 0
张三584 52 86 30 0 0
张三423 89 4 90 0 0
张三462 44 0 87 0 0
张三382 80 88 26 0 0
张三472 1 12 36 0 0
张三250 81 66 75 0 0
张三521 92 98 67 0 0
张三553 83 83 63 0 0
张三43 65 71 47 0 0
张三871 35 70 52 0 0
张三195 20 38 1 0 0
张三323 85 25 35 0 0
张三920 3 90 25 0 0
张三539 69 43 51 0 0
张三179 57 23 51 0 0
张三533 87 58 33 0 0
张三885 15 0 89 0 0
张三139 69 46 24 0 0
张三314 12 79 84 0 0
张三916 8 27 27 0 0
张三43 57 73 80 0 0
张三683 27 37 77 0 0
张三690 70 34 79 0 0
张三97 95 61 45 0 0
张三991 12 55 24 0 0
张三931 21 69 16 0 0
张三7 40 37 61 0 0
张三965 92 81 99 0 0
张三490 53 75 45 0 0
张三646 7 42 56 0 0
张三688 40 52 3 0 0
张三931 61 15 80 0 0
张三143 34 44 70 0 0
张三972 59 85 28 0 0
张三240 24 84 49 0 0
张三554 61 58 4 0 0
张三573 86 21 83 0 0
张三444 12 99 61 0 0
张三379 40 93 12 0 0
张三61 70 16 34 0 0
张三610 42 81 79 0 0
张三129 69 24 62 0 0
张三401 53 28 95 0 0
张三227 74 5 32 0 0
张三979 66 37 67 0 0
张三388 96 77 61 0 0
张三309 77 59 81 0 0
张三156 95 34 8 0 0
张三988 13 78 58 0 0
张三777 81 2 68 0 0
张三198 81 20 48 0 0
张三418 90 44 99 0 0
张三731 82 53 17 0 0
张三573 96 96 82 0 0
张三389 4 56 57 0 0
张三85 84 28 20 0 0
张三282 9 71 2 0 0
张三422 4 49 14 0 0
张三816 44 80 57 0 0
张三131 73 6 76 0 0
张三402 64 47 50 0 0
张三627 85 57 77 0 0
张三173 53 31 69 0 0
张三722 69 92 33 0 0
张三246 62 67 64 0 0
张三561 96 54 71 0 0
张三310 5 51 89 0 0
张三875 7 93 39 0 0
张三575 95 99 49 0 0
张三702 49 10 41 0 0
张三381 85 46 60 0 0
张三2 100 24 24 0 0
张三971 82 16 38 0 0
张三808 44 50 36 0 0
张三254 23 82 75 0 0
张三837 48 50 37 0 0
张三556 26 77 74 0 0
张三715 91 41 34 0 0
张三668 77 60 43 0 0
张三228 2 26 68 0 0
张三718 0 9 79 0 0
张三259 98 4 73 0 0
张三646 44 24 82 0 0
张三321 90 85 98 0 0
张三335 35 52 83 0 0
张三842 58 86 40 0 0
张三659 25 52 84 0 0
张三621 68 14 46 0 0
张三8 34 2 36 0 0
张三109 93 53 78 0 0
张三52 23 72 3 0 0
张三423 68 88 42 0 0
张三798 96 26 85 0 0
张三265 95 65 42 0 0
张三214 81 64 12 0 0
张三134 56 72 87 0 0
张三960 64 63 24 0 0
张三520 26 48 75 0 0
张三8 68 2 86 0 0
张三964 79 98 43 0 0
张三190 79 100 19 0 0
张三160 22 55 32 0 0
张三955 100 61 53 0 0
张三502 34 13 21 0 0
张三873 58 42 6 0 0
张三744 46 33 29 0 0
张三669 5 67 72 0 0
张三669 24 82 89 0 0
张三828 80 51 53 0 0
张三942 44 69 37 0 0
张三45 27 27 81 0 0
张三549 34 82 74 0 0
张三68 0 75 10 0 0
张三486 64 45 95 0 0
张三707 77 89 68 0 0
张三600 89 41 92 0 0
张三57 67 49 11 0 0
张三761 67 73 77 0 0
张三205 7 81 10 0 0
张三744 38 70 71 0 0
张三972 62 99 70 0 0
张三522 99 40 75 0 0
张三464 59 91 44 0 0
张三835 28 41 1 0 0
张三470 55 91 25 0 0
张三239 61 26 39 0 0
张三994 9 17 97 0 0
张三7 88 60 77 0 0
张三457 80 5 85 0 0
张三571 40 43 21 0 0
张三347 3 56 51 0 0
张三399 3 76 63 0 0
张三364 10 56 11 0 0
张三470 36 40 90 0 0
张三332 86 73 73 0 0
张三763 18 98 57 0 0
张三424 77 14 13 0 0
张三412 43 27 45 0 0
张三481 9 100 67 0 0
张三445 15 42 82 0 0
张三455 70 99 74 0 0
张三259 42 71 0 0 0
张三272 54 19 4 0 0
张三250 18 86 61 0 0
张三643 94 64 86 0 0
张三249 38 9 66 0 0
张三605 15 77 69 0 0
张三683 86 51 30 0 0
张三837 96 52 28 0 0
张三615 2 31 1 0 0
张三29 4 78 78 0 0
张三73 15 0 36 0 0
张三838 55 42 43 0 0
张三333 75 81 72 0 0
张三225 18 11 26 0 0
张三65 48 60 65 0 0
张三198 47 68 56 0 0
张三497 61 28 65 0 0
张三248 27 63 1 0 0
张三9 83 44 61 0 0
张三24 58 29 100 0 0
张三827 90 56 17 0 0
张三12 19 50 22 0 0
张三710 76 26 77 0 0
张三278 84 74 79 0 0
张三804 68 26 5 0 0
张三537 73 46 44 0 0
张三67 75 3 9 0 0
张三94 79 72 36 0 0
张三929 94 49 38 0 0
张三449 89 37 99 0 0
张三89 22 96 68 0 0
张三584 88 60 63 0 0
张三621 74 37 15 0 0
张三233 33 50 90 0 0
张三788 91 54 34 0 0
张三659 18 82 9 0 0
张三233 89 72 95 0 0
张三735 63 25 26 0 0
张三453 98 1 46 0 0
张三349 14 91 42 0 0
张三709 67 34 15 0 0
张三430 45 63 19 0 0
张三802 51 76 79 0 0
张三129 59 57 96 0 0
张三355 9 65 36 0 0
张三931 63 1 2 0 0
张三515 65 5 49 0 0
张三746 72 35 74 0 0
张三252 19 87 32 0 0
张三257 23 83 24 0 0
张三639 14 97 14 0 0
张三55 53 31 50 0 0
张三793 87 45 98 0 0
张三359 38 40 68 0 0
张三381 61 46 96 0 0
张三350 12 33 10 0 0
张三847 71 26 12 0 0
张三394 18 79 35 0 0
张三776 8 64 99 0 0
张三712 39 45 0 0 0
张三54 41 82 14 0 0
张三256 34 81 56 0 0
张三730 42 28 56 0 0
张三848 66 77 8 0 0
张三749 25 35 41 0 0
张三856 95 91 77 0 0
张三950 90 40 65 0 0
张三941 74 44 59 0 0
张三14 99 98 65 0 0
张三667 87 37 59 0 0
张三245 62 25 52 0 0
张三3 86 21 46 0 0
张三362 88 59 4 0 0
张三9 39 36 59 0 0
张三710 27 19 30 0 0
张三230 0 3 63 0 0
张三542 26 96 36 0 0
张三599 42 22 27 0 0
张三291 60 13 81 0 0
张三864 23 22 83 0 0
张三985 9 46 68 0 0
张三849 93 61 78 0 0
张三223 15 75 32 0 0
张三56 31 72 36 0 0
张三365 5 8 21 0 0
张三419 99 1 86 0 0
张三851 90 28 62 0 0
张三231 32 92 31 0 0
张三803 71 7 78 0 0
张三527 4 99 51 0 0
张三330 3 24 92 0 0
张三467 64 50 79 0 0
张三187 17 76 30 0 0
张三505 79 77 86 0 0
张三702 65 48 12 0 0
张三363 88 90 59 0 0
张三132 84 10 96 0 0
张三120 18 67 76 0 0
张三854 61 31 97 0 0
张三925 16 81 86 0 0
张三59 60 44 36 0 0
张三141 19 84 67 0 0
张三849 29 100 45 0 0
张三943 41 26 20 0 0
张三910 17 88 47 0 0
张三659 70 80 12 0 0
张三150 57 20 15 0 0
张三386 93 79 81 0 0
张三992 89 93 43 0 0
张三670 94 27 60 0 0
张三203 55 90 92 0 0
张三287 96 6 0 0 0
张三442 55 79 10 0 0
张三401 28 92 91 0 0
张三917 70 19 30 0 0
张三643 66 75 83 0 0
张三831 84 86 74 0 0
张三895 53 29 1 0 0
张三512 63 64 50 0 0
张三810 100 81 99 0 0
张三391 71 91 12 0 0
张三353 45 67 43 0 0
张三249 26 37 99 0 0
张三909 96 91 93 0 0
张三371 39 46 93 0 0
张三724 95 14 86 0 0
张三542 74 87 61 0 0
张三733 80 38 24 0 0
张三25 33 88 62 0 0
张三51 38 63 63 0 0
张三944 58 49 43 0 0
张三656 62 32 13 0 0
张三725 78 58 45 0 0
张三72 60 6 27 0 0
张三512 74 53 3 0 0
张三50 89 12 29 0 0
张三707 30 4 7 0 0
张三576 1 55 89 0 0
张三57 83 22 57 0 0
张三701 31 18 81 0 0
张三941 94 93 24 0 0
张三9 49 66 64 0 0
张三766 18 13 20 0 0
张三736 76 16 54 0 0
张三636 28 87 12 0 0
张三838 28 74 9 0 0
张三706 20 59 43 0 0
张三543 39 25 37 0 0
张三870 19 57 66 0 0
张三163 68 36 70 0 0
张三710 49 39 66 0 0
张三209 93 6 8 0 0
张三848 46 48 60 0 0
张三93 77 72 0 0 0
张三131 23 65 76 0 0
张三949 9 59 10 0 0
张三290 10 73 61 0 0
张三364 93 26 9 0 0
张三992 42 96 81 0 0
张三46 17 65 73 0 0
张三451 59 68 89 0 0
张三721 42 17 78 0 0
张三996 35 48 85 0 0
张三793 85 53 36 0 0
张三265 69 77 3 0 0
张三547 69 16 99 0 0
张三930 83 58 87 0 0
张三940 1 9 21 0 0
张三121 28 97 39 0 0
张三251 74 7 85 0 0
张三943 79 30 68 0 0
张三142 96 96 94 0 0
张三769 78 44 54 0 0
张三902 27 82 6 0 0
张三197 59 36 14 0 0
张三915 48 30 78 0 0
张三849 52 97 39 0 0
张三631 95 11 97 0 0
张三405 64 1 25 0 0
张三592 43 70 69 0 0
张三555 72 42 34 0 0
张三271 26 53 76 0 0
张三746 83 39 51 0 0
张三786 11 51 91 0 0
张三926 46 8 8 0 0
张三760 67 38 56 0 0
张三655 19 82 22 0 0
张三856 14 33 47 0 0
张三268 23 3 43 0 0
张三797 25 91 63 0 0
张三996 41 49 10 0 0
张三874 19 9 33 0 0
张三196 46 33 85 0 0
张三253 69 27 30 0 0
张三112 56 19 74 0 0
张三601 18 11 24 0 0
张三818 61 30 98 0 0
张三828 75 90 15 0 0
张三258 66 34 38 0 0
张三963 29 75 32 0 0
张三540 34 54 83 0 0
张三473 3 62 92 0 0
张三902 50 10 59 0 0
张三533 50 21 45 0 0
张三998 12 17 2 0 0
张三59 36 11 60 0 0
张三420 29 81 27 0 0
张三516 95 78 20 0 0
张三625 97 68 71 0 0
张三803 27 17 31 0 0
张三658 53 43 50 0 0
张三738 77 21 72 0 0
张三346 63 3 43 0 0
张三941 25 32 31 0 0
张三876 69 45 74 0 0
张三136 76 70 9 0 0
张三896 95 49 79 0 0
张三168 8 19 84 0 0
张三576 22 67 83 0 0
张三263 52 82 69 0 0
张三272 55 50 100 0 0
张三320 84 28 8 0 0
张三704 31 43 45 0 0
张三277 53 14 95 0 0
张三817 77 42 23 0 0
张三815 8 44 94 0 0
张三727 89 87 32 0 0
张三958 53 85 18 0 0
张三421 97 36 92 0 0
张三345 70 77 94 0 0
张三101 47 51 82 0 0
张三206 89 92 83 0 0
张三366 99 72 69 0 0
张三330 87 26 93 0 0
张三605 31 86 34 0 0
张三562 40 42 62 0 0
张三289 6 92 44 0 0
张三613 76 84 100 0 0
张三61 26 40 19 0 0
张三217 93 36 38 0 0
张三779 83 84 100 0 0
张三919 33 8 8 0 0
张三935 96 63 13 0 0
张三37 48 51 60 0 0
张三99 78 43 82 0 0
张三567 79 41 79 0 0
张三307 80 36 38 0 0
张三88 26 96 66 0 0
张三542 91 3 33 0 0
张三930 24 0 99 0 0
张三732 21 13 46 0 0
张三159 0 59 86 0 0
张三912 71 90 42 0 0
张三152 0 3 60 0 0
张三470 68 97 35 0 0
张三799 30 20 8 0 0
张三634 34 30 42 0 0
张三624 5 77 10 0 0
张三602 5 11 51 0 0
张三351 39 66 34 0 0
张三996 26 5 25 0 0
张三707 10 92 26 0 0
张三521 71 21 24 0 0
张三491 71 65 77 0 0
张三18 94 47 15 0 0
张三207 95 89 59 0 0
张三302 88 39 94 0 0
张三773 97 46 67 0 0
张三449 5 68 52 0 0
张三117 36 24 4 0 0
张三452 88 84 59 0 0
张三677 12 34 99 0 0
张三391 80 59 32 0 0
张三97 18 9 40 0 0
张三540 56 26 26 0 0
张三658 76 96 73 0 0
张三61 62 3 63 0 0
张三217 11 70 90 0 0
张三204 56 87 80 0 0
张三705 27 36 95 0 0
张三169 7 60 72 0 0
张三453 62 98 58 0 0
张三37 83 21 47 0 0
张三897 68 6 58 0 0
张三436 23 66 32 0 0
张三434 47 25 88 0 0
张三852 99 49 91 0 0
张三470 10 68 84 0 0
张三735 0 14 41 0 0
张三946 55 90 88 0 0
张三829 88 86 90 0 0
张三879 87 60 58 0 0
张三362 14 39 13 0 0
张三690 20 21 88 0 0
张三33 100 6 55 0 0
张三375 35 28 7 0 0
张三933 17 80 29 0 0
张三788 79 18 58 0 0
张三822 15 14 29 0 0
张三575 34 55 82 0 0
张三421 94 59 0 0 0
张三552 95 52 58 0 0
张三625 97 47 20 0 0
张三545 26 52 80 0 0
张三806 8 36 88 0 0
张三1 94 51 55 0 0
张三602 53 80 22 0 0
张三879 84 54 71 0 0
张三867 21 69 28 0 0
张三631 68 25 63 0 0
张三682 4 70 66 0 0
张三288 63 72 68 0 0
张三595 93 55 33 0 0
张三945 98 59 59 0 0
张三485 57 0 64 0 0
张三189 99 53 93 0 0
张三738 50 90 83 0 0
张三231 35 46 12 0 0
张三612 65 63 78 0 0
张三803 98 99 92 0 0
张三977 57 87 84 0 0
张三93 7 5 0 0 0
张三826 17 38 80 0 0
张三249 63 84 49 0 0
张三225 36 28 46 0 0
张三247 86 19 30 0 0
张三606 12 15 45 0 0
张三150 15 37 48 0 0
张三563 92 73 5 0 0
张三53 66 67 45 0 0
张三575 42 14 31 0 0
张三235 51 30 23 0 0
张三294 89 96 66 0 0
张三317 22 77 48 0 0
张三322 77 43 87 0 0
张三454 99 18 69 0 0
张三638 37 84 98 0 0
张三841 71 71 98 0 0
张三82 62 57 54 0 0
张三88 8 87 37 0 0
张三548 26 63 45 0 0
张三222 3 32 29 0 0
张三814 3 54 97 0 0
张三371 36 61 91 0 0
张三155 66 84 95 0 0
张三412 35 63 41 0 0
张三150 73 72 19 0 0
张三107 70 17 44 0 0
张三349 76 35 56 0 0
张三530 15 63 13 0 0
张三715 100 23 19 0 0
张三800 43 55 61 0 0
张三979 85 20 98 0 0
张三426 63 0 89 0 0
张三345 87 31 20 0 0
张三781 95 66 41 0 0
张三188 81 54 93 0 0
张三502 59 8 84 0 0
张三662 6 2 48 0 0
张三844 13 75 62 0 0
张三377 62 34 28 0 0
张三281 60 66 67 0 0
张三549 23 100 81 0 0
张三879 28 71 9 0 0
张三297 47 21 25 0 0
张三237 77 5 65 0 0
张三984 98 54 47 0 0
张三20 91 11 65 0 0
张三767 83 0 10 0 0
张三378 66 10 31 0 0
张三768 14 76 95 0 0
张三784 92 16 80 0 0
张三524 8 51 4 0 0
张三75 92 37 46 0 0
张三625 97 6 3 0 0
张三725 76 34 5 0 0
张三704 24 92 70 0 0
张三655 4 21 88 0 0
张三183 40 63 82 0 0
张三84 94 4 16 0 0
张三446 13 44 69 0 0
张三242 79 15 19 0 0
张三332 31 34 96 0 0
张三946 45 78 84 0 0
张三129 63 64 72 0 0
张三353 74 8 59 0 0
张三462 92 62 82 0 0
张三404 66 51 39 0 0
张三740 46 92 94 0 0
张三752 57 81 58 0 0
张三81 100 71 98 0 0
张三220 3 48 95 0 0
张三861 100 73 69 0 0
张三48 44 29 66 0 0
张三310 48 93 57 0 0
张三496 32 12 54 0 0
张三801 63 100 55 0 0
张三559 7 38 5 0 0
张三759 69 34 98 0 0
张三848 61 61 76 0 0
张三337 12 13 84 0 0
张三919 94 21 31 0 0
张三278 95 38 34 0 0
张三577 86 31 26 0 0
张三607 59 38 24 0 0
张三949 19 3 100 0 0
张三94 97 89 49 0 0
张三357 28 1 88 0 0
张三609 38 77 13 0 0
张三275 66 75 19 0 0
张三817 50 13 63 0 0
张三913 13 5 60 0 0
张三844 62 21 84 0 0
张三199 59 87 17 0 0
张三837 80 25 45 0 0
张三212 46 9 10 0 0
张三583 72 45 61 0 0
张三331 48 21 87 0 0
张三586 31 63 2 0 0
张三656 22 93 20 0 0
张三265 44 2 68 0 0
张三468 62 97 44 0 0
张三192 25 69 12 0 0
张三776 33 89 78 0 0
张三518 99 3 88 0 0
张三230 78 53 71 0 0
张三4 34 74 31 0 0
张三934 10 29 69 0 0
张三317 64 5 34 0 0
张三951 52 68 69 0 0
张三497 46 10 42 0 0
张三525 63 45 20 0 0
张三764 43 77 92 0 0
张三319 77 59 95 0 0
张三59 45 29 86 0 0
张三186 52 78 28 0 0
张三2 34 73 51 0 0
张三276 88 12 7 0 0
张三154 84 63 31 0 0
张三506 62 42 49 0 0
张三757 51 92 17 0 0
张三671 4 98 0 0 0
张三362 74 72 20 0 0
张三746 7 0 72 0 0
张三1 7 41 19 0 0
张三158 25 6 45 0 0
张三808 58 47 60 0 0
张三54 35 91 53 0 0
张三262 90 72 83 0 0
张三863 42 85 10 0 0
张三453 15 99 91 0 0
张三688 64 59 37 0 0
张三38 99 43 11 0 0
张三292 21 87 8 0 0
张三782 35 94 92 0 0
张三747 17 56 28 0 0
张三867 79 42 32 0 0
张三999 98 11 4 0 0
张三357 31 84 70 0 0
张三902 98 32 64 0 0
张三500 19 33 41 0 0
张三506 41 82 58 0 0
张三756 25 81 91 0 0
张三626 47 95 27 0 0
张三725 41 73 19 0 0
张三981 34 85 30 0 0
张三388 63 21 80 0 0
张三440 59 69 63 0 0
张三304 49 40 53 0 0
张三161 13 68 14 0 0
张三693 7 85 77 0 0
张三650 67 16 37 0 0
张三549 83 43 11 0 0
张三39 33 94 39 0 0
张三208 62 95 55 0 0
张三99 89 59 100 0 0
张三18 21 40 42 0 0
张三798 91 46 97 0 0
张三27 73 70 95 0 0
张三413 49 64 83 0 0
张三852 95 27 16 0 0
张三502 69 2 39 0 0
张三130 54 71 26 0 0
张三259 54 30 11 0 0
张三226 43 56 95 0 0
张三40 46 47 99 0 0
张三91 100 88 16 0 0
张三102 45 31 49 0 0
张三442 84 7 41 0 0
张三824 18 65 81 0 0
张三673 18 22 35 0 0
张三968 8 71 46 0 0
张三146 31 91 57 0 0
张三740 94 61 81 0 0
张三793 48 15 62 0 0
张三710 60 89 36 0 0
张三167 21 14 68 0 0
张三856 93 69 67 0 0
张三370 0 69 68 0 0
张三280 85 79 25 0 0
张三501 84 70 26 0 0
张三380 29 88 93 0 0
张三553 84 9 46 0 0
张三501 55 55 35 0 0
张三905 25 90 64 0 0
张三373 93 100 80 0 0
张三824 48 49 13 0 0
张三845 2 35 36 0 0
张三636 65 22 69 0 0
张三720 4 20 17 0 0
张三482 23 89 57 0 0
张三717 71 72 31 0 0
张三808 64 75 6 0 0
张三848 90 32 43 0 0
张三10 67 14 57 0 0
张三740 10 99 41 0 0
张三885 25 80 62 0 0
张三701 13 47 40 0 0
张三811 7 41 52 0 0
张三544 75 21 26 0 0
张三797 80 23 38 0 0
张三474 32 51 6 0 0
张三834 5 48 84 0 0
张三561 44 30 20 0 0
张三190 40 1 61 0 0
张三591 16 81 49 0 0
张三572 98 58 80 0 0
张三322 45 57 96 0 0
张三303 47 39 50 0 0
张三443 79 86 48 0 0
张三939 68 11 18 0 0
张三757 16 43 37 0 0
张三970 77 29 93 0 0
张三383 83 12 48 0 0
张三530 98 87 31 0 0
张三5 59 67 60 0 0
张三260 47 43 84 0 0
张三465 52 82 12 0 0
张三757 45 11 87 0 0
张三218 29 71 23 0 0
张三237 82 57 70 0 0
张三449 59 90 9 0 0
张三362 1 19 12 0 0
张三878 26 56 91 0 0
张三352 74 55 60 0 0
张三547 21 92 65 0 0
张三817 77 99 100 0 0
张三113 13 70 94 0 0
张三966 3 38 37 0 0
张三437 65 22 40 0 0
张三91 64 92 42 0 0
张三515 38 60 34 0 0
张三500 61 15 38 0 0
张三15 8 90 78 0 0
张三304 33 81 65 0 0
张三972 88 36 91 0 0
张三713 23 6 37 0 0
张三419 8 10 77 0 0
张三761 100 22 77 0 0
张三991 39 79 66 0 0
张三611 33 15 92 0 0
张三789 21 16 35 0 0
张三858 26 74 23 0 0
张三32 48 62 41 0 0
张三483 30 28 100 0 0
张三293 33 100 11 0 0
张三373 1 67 58 0 0
张三346 30 33 64 0 0
张三567 90 68 13 0 0
张三906 5 39 67 0 0
张三634 45 69 10 0 0
张三814 81 99 50 0 0
张三846 7 81 65 0 0
张三432 86 56 27 0 0
张三63 94 100 85 0 0
张三294 92 58 13 0 0
张三471 0 88 48 0 0
张三297 31 52 9 0 0
张三606 13 27 42 0 0
张三967 100 62 12 0 0
张三310 47 51 18 0 0
张三581 7 77 80 0 0
张三533 95 22 17 0 0
张三189 36 5 30 0 0
张三137 41 13 43 0 0
张三811 95 85 83 0 0
张三125 73 98 24 0 0
张三351 7 50 57 0 0
张三935 95 60 67 0 0
张三9 60 12 86 0 0
张三732 24 95 93 0 0
张三233 79 83 17 0 0
张三838 42 40 33 0 0
张三487 52 49 3 0 0
张三721 98 64 91 0 0
张三375 86 96 2 0 0
张三201 9 17 21 0 0
张三907 60 26 43 0 0
张三787 18 93 82 0 0
张三940 45 14 36 0 0
张三294 68 83 39 0 0
张三82 78 2 16 0 0
张三161 23 16 65 0 0
张三587 5 34 53 0 0
张三130 61 94 23 0 0
张三40 54 69 81 0 0
张三183 78 90 54 0 0
张三847 88 21 11 0 0
张三918 19 70 4 0 0
张三840 40 41 50 0 0
张三757 10 39 41 0 0
张三504 65 5 12 0 0
张三650 40 24 80 0 0
张三641 13 85 25 0 0
张三193 42 65 86 0 0
张三477 40 40 58 0 0
张三310 64 50 44 0 0
张三523 13 17 2 0 0
张三915 26 36 2 0 0
张三707 55 71 17 0 0
张三217 4 34 33 0 0
张三567 48 43 98 0 0
张三561 85 33 74 0 0
张三549 96 51 29 0 0
张三996 88 35 27 0 0
张三682 6 77 48 0 0
张三948 55 77 51 0 0
张三169 41 71 9 0 0
张三678 38 86 57 0 0
张三693 52 88 34 0 0
张三430 34 6 92 0 0
张三442 99 41 100 0 0
张三426 73 61 83 0 0
张三179 18 31 72 0 0
张三125 34 58 74 0 0
张三853 83 86 18 0 0
张三395 48 62 68 0 0
张三565 77 16 31 0 0
张三525 25 71 58 0 0
张三906 80 88 59 0 0
张三216 4 78 26 0 0
张三967 22 45 24 0 0
张三982 10 6 23 0 0
张三537 64 43 79 0 0
